,isbn,title,authors,average_rating,image_url
51,316160202,"Eclipse (Twilight, #3)",Stephenie Meyer,3.69,https://images.gr-assets.com/books/1361038355m/428263.jpg
52,375826696,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.86,https://images.gr-assets.com/books/1366212852m/113436.jpg
53,345391802,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,4.2,https://images.gr-assets.com/books/1327656754m/11.jpg
54,60929871,Brave New World,Aldous Huxley,3.97,https://images.gr-assets.com/books/1487389574m/5129.jpg
55,031606792X,"Breaking Dawn (Twilight, #4)",Stephenie Meyer,3.7,https://images.gr-assets.com/books/1361039438m/1162543.jpg
56,142001740,The Secret Life of Bees,Sue Monk Kidd,4.01,https://images.gr-assets.com/books/1473454532m/37435.jpg
57,142437174,The Adventures of Huckleberry Finn,"Mark Twain, John Seelye, Guy Cardwell",3.8,https://images.gr-assets.com/books/1405973850m/2956.jpg
58,64410935,Charlotte's Web,"E.B. White, Garth Williams, Rosemary Wells",4.15,https://images.gr-assets.com/books/1439632243m/24178.jpg
59,1400032717,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.85,https://images.gr-assets.com/books/1479863624m/1618.jpg
60,1594633665,The Girl on the Train,Paula Hawkins,3.88,https://images.gr-assets.com/books/1490903702m/22557272.jpg
61,679879242,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,3.94,https://images.gr-assets.com/books/1451271747m/119322.jpg
62,393978893,Wuthering Heights,"Emily Brontë, Richard J. Dunn",3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
63,743454537,My Sister's Keeper,Jodi Picoult,4.06,https://images.gr-assets.com/books/1369504683m/10917.jpg
64,385333846,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.06,https://images.gr-assets.com/books/1440319389m/4981.jpg
65,446675539,Gone with the Wind,Margaret Mitchell,4.28,https://images.gr-assets.com/books/1328025229m/18405.jpg
66,1594489505,A Thousand Splendid Suns,Khaled Hosseini,4.34,https://images.gr-assets.com/books/1345958969m/128029.jpg
67,671027344,The Perks of Being a Wallflower,Stephen Chbosky,4.21,https://images.gr-assets.com/books/1167352178m/22628.jpg
68,7442912,"Insurgent (Divergent, #2)",Veronica Roth,4.07,https://images.gr-assets.com/books/1325667729m/11735983.jpg
69,812550706,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,4.3,https://images.gr-assets.com/books/1408303130m/375802.jpg
70,141439475,Frankenstein,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",3.75,https://images.gr-assets.com/books/1381512375m/18490.jpg
71,450040186,The Shining (The Shining #1),Stephen King,4.17,https://images.gr-assets.com/books/1353277730m/11588.jpg
72,316068047,"The Host (The Host, #1)",Stephenie Meyer,3.84,https://images.gr-assets.com/books/1318009171m/1656001.jpg
73,142402516,Looking for Alaska,John Green,4.09,https://images.gr-assets.com/books/1394798630m/99561.jpg
74,014028009X,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,3.75,https://images.gr-assets.com/books/1292060045m/227443.jpg
75,141439661,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",4.06,https://images.gr-assets.com/books/1397245675m/14935.jpg
76,439244196,"Holes (Holes, #1)","Louis Sachar, Louis Sachar",3.93,https://images.gr-assets.com/books/1327781893m/38709.jpg
77,307275558,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
78,143039954,The Odyssey,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",3.73,https://images.gr-assets.com/books/1390173285m/1381.jpg
79,156012197,The Little Prince,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",4.28,https://images.gr-assets.com/books/1367545443m/157993.jpg
80,074324754X,The Glass Castle,Jeannette Walls,4.24,https://images.gr-assets.com/books/1400930557m/7445.jpg
81,385486804,Into the Wild,Jon Krakauer,3.94,https://images.gr-assets.com/books/1403173986m/1845.jpg
82,141439602,A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",3.81,https://images.gr-assets.com/books/1344922523m/1953.jpg
83,030734813X,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
84,60256656,The Giving Tree,Shel Silverstein,4.38,https://images.gr-assets.com/books/1174210942m/370493.jpg
85,385338600,A Time to Kill,John Grisham,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
86,374500010,Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel",4.3,https://images.gr-assets.com/books/1473495285m/1617.jpg
87,014241493X,Paper Towns,John Green,3.88,https://images.gr-assets.com/books/1349013610m/6442769.jpg
88,345418263,The Princess Bride ,William Goldman,4.25,https://images.gr-assets.com/books/1327903636m/21787.jpg
89,014038572X,The Outsiders,S.E. Hinton,4.06,https://images.gr-assets.com/books/1442129426m/231804.jpg
90,385737947,"The Maze Runner (Maze Runner, #1)",James Dashner,4.02,https://images.gr-assets.com/books/1375596592m/6186357.jpg
91,61234001,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)","Steven D. Levitt, Stephen J. Dubner",3.93,https://images.gr-assets.com/books/1327909092m/1202.jpg
92,517189607,The Secret Garden,Frances Hodgson Burnett,4.12,https://images.gr-assets.com/books/1327873635m/2998.jpg
93,60531045,One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa",4.04,https://images.gr-assets.com/books/1327881361m/320.jpg
94,375751513,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",4.06,https://images.gr-assets.com/books/1424596966m/5297.jpg
95,345803507,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.88,https://images.gr-assets.com/books/1336418837m/13536860.jpg
96,393970124,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",3.98,https://images.gr-assets.com/books/1387151694m/17245.jpg
97,307269981,"The Girl Who Played with Fire (Millennium, #2)","Stieg Larsson, Reg Keeland",4.22,https://images.gr-assets.com/books/1351778881m/5060378.jpg
98,1612130585,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.87,https://images.gr-assets.com/books/1358266080m/11857408.jpg
99,60786507,The Poisonwood Bible,Barbara Kingsolver,4.02,https://images.gr-assets.com/books/1412242487m/7244.jpg
100,349113912,Me Talk Pretty One Day,David Sedaris,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
101,99408392,Where the Wild Things Are,Maurice Sendak,4.22,https://images.gr-assets.com/books/1384434560m/19543.jpg
102,140449264,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",4.21,https://images.gr-assets.com/books/1309203605m/7126.jpg
103,307265439,The Road,Cormac McCarthy,3.95,https://images.gr-assets.com/books/1439197219m/6288.jpg
104,7524277,"Allegiant (Divergent, #3)",Veronica Roth,3.63,https://images.gr-assets.com/books/1395582745m/18710190.jpg
105,,Bossypants,Tina Fey,3.94,https://images.gr-assets.com/books/1481509554m/9418327.jpg
106,446693804,A Walk to Remember,Nicholas Sparks,4.15,https://images.gr-assets.com/books/1385738968m/3473.jpg
107,440241413,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.61,https://images.gr-assets.com/books/1327872404m/9416.jpg
108,451525264,Les Misérables,"Victor Hugo, Lee Fahnestock, Norman MacAfee",4.14,https://images.gr-assets.com/books/1411852091m/24280.jpg
109,553381695,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.4,https://images.gr-assets.com/books/1358254974m/10572.jpg
110,143037145,The Memory Keeper's Daughter,Kim Edwards,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
111,670026603,"Me Before You (Me Before You, #1)",Jojo Moyes,4.27,https://images.gr-assets.com/books/1357108762m/15507958.jpg
112,684833395,Catch-22,Joseph Heller,3.98,https://images.gr-assets.com/books/1463157317m/168668.jpg
113,751529818,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",4.06,https://images.gr-assets.com/books/1423763749m/6900.jpg
114,312422156,Middlesex,Jeffrey Eugenides,3.98,https://images.gr-assets.com/books/1437029776m/2187.jpg
115,143039563,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",3.89,https://images.gr-assets.com/books/1404811979m/24583.jpg
116,440498058,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,4.04,https://images.gr-assets.com/books/1329061522m/18131.jpg
117,143038095,The Joy Luck Club,Amy Tan,3.9,https://images.gr-assets.com/books/1304978653m/7763.jpg
118,038549081X,The Handmaid's Tale,Margaret Atwood,4.06,https://images.gr-assets.com/books/1498057733m/38447.jpg
119,385729332,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.75,https://images.gr-assets.com/books/1461611233m/452306.jpg
120,,Lolita,"Vladimir Nabokov, Craig Raine",3.88,https://images.gr-assets.com/books/1377756377m/7604.jpg
121,60987103,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Gregory Maguire, Douglas Smith",3.52,https://images.gr-assets.com/books/1437733293m/37442.jpg
122,582418275,"The Firm (Penguin Readers, Level 5)",John Grisham,3.99,https://images.gr-assets.com/books/1418465200m/5358.jpg
123,316098337,Room,Emma Donoghue,4.03,https://images.gr-assets.com/books/1344265419m/7937843.jpg
124,521618746,Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson",4.0,https://images.gr-assets.com/books/1351051208m/1420.jpg
125,340839937,Dune (Dune Chronicles #1),Frank Herbert,4.19,https://images.gr-assets.com/books/1434908555m/234225.jpg
126,316346624,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.92,https://images.gr-assets.com/books/1473396980m/2612.jpg
127,1451648537,Steve Jobs,Walter Isaacson,4.09,https://images.gr-assets.com/books/1327861368m/11084145.jpg
128,451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,4.18,https://images.gr-assets.com/books/1485308778m/332613.jpg
129,684830493,The Old Man and the Sea,Ernest Hemingway,3.73,https://images.gr-assets.com/books/1329189714m/2165.jpg
130,142000663,The Grapes of Wrath,John Steinbeck,3.92,https://images.gr-assets.com/books/1352912927m/4395.jpg
131,1401308589,The Five People You Meet in Heaven,Mitch Albom,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
132,451528824,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
133,1416914307,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.34,https://images.gr-assets.com/books/1369452339m/3777732.jpg
134,055357342X,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,https://images.gr-assets.com/books/1497931121m/62291.jpg
135,006075995X,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.79,https://images.gr-assets.com/books/1408313524m/137791.jpg
136,440242940,"Outlander (Outlander, #1)",Diana Gabaldon,4.2,https://images.gr-assets.com/books/1402600310m/10964.jpg
137,142437263,The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",3.37,https://images.gr-assets.com/books/1404810944m/12296.jpg
138,1594744769,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs,3.89,https://images.gr-assets.com/books/1472782916m/9460487.jpg
139,030726999X,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","Stieg Larsson, Reg Keeland",4.2,https://images.gr-assets.com/books/1327708260m/6892870.jpg
140,804139024,The Martian,Andy Weir,4.39,https://images.gr-assets.com/books/1413706054m/18007564.jpg
141,451207149,"The Pillars of the Earth (The Kingsbridge Series, #1)",Ken Follett,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
142,1476746583,All the Light We Cannot See,Anthony Doerr,4.31,https://images.gr-assets.com/books/1451445646m/18143977.jpg
143,1400064163,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.4,https://images.gr-assets.com/books/1327861115m/8664353.jpg
144,671027387,Deception Point,Dan Brown,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
145,316055433,The Goldfinch,Donna Tartt,3.87,https://images.gr-assets.com/books/1451554970m/17333223.jpg
146,1595141715,Thirteen Reasons Why,Jay Asher,4.02,https://images.gr-assets.com/books/1333822506m/1217100.jpg
147,452287022,Girl with a Pearl Earring,Tracy Chevalier,3.85,https://images.gr-assets.com/books/1327197580m/2865.jpg
148,525421033,"If I Stay (If I Stay, #1)",Gayle Forman,3.96,https://images.gr-assets.com/books/1347462970m/4374400.jpg
149,312353766,The Red Tent,Anita Diamant,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
150,786856866,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.23,https://images.gr-assets.com/books/1400602661m/28186.jpg
151,446528056,Dear John,Nicholas Sparks,4.01,https://images.gr-assets.com/books/1397749854m/5526.jpg
152,1416914293,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.21,https://images.gr-assets.com/books/1432730356m/1582996.jpg
153,743477103,Macbeth,William Shakespeare,3.88,https://images.gr-assets.com/books/1459795224m/8852.jpg
154,618346260,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.42,https://images.gr-assets.com/books/1298415523m/15241.jpg
155,031232118X,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.83,https://images.gr-assets.com/books/1305063535m/42156.jpg
156,394800168,Green Eggs and Ham,"Dr. Seuss, לאה נאור",4.29,https://images.gr-assets.com/books/1468680100m/23772.jpg
157,142403881,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Roald Dahl, Quentin Blake",4.1,https://images.gr-assets.com/books/1309211401m/6310.jpg
158,1423101464,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.39,https://images.gr-assets.com/books/1443142158m/2120932.jpg
159,192833596,Great Expectations,Charles Dickens,3.75,https://images.gr-assets.com/books/1327920219m/2623.jpg
160,345339738,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.51,https://images.gr-assets.com/books/1389977161m/18512.jpg
161,,The Stranger,"Albert Camus, Matthew    Ward",3.96,https://images.gr-assets.com/books/1349927872m/49552.jpg
162,142311339X,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.35,https://images.gr-assets.com/books/1464201003m/7736182.jpg
163,1250012570,Eleanor & Park,Rainbow Rowell,4.11,https://images.gr-assets.com/books/1341952742m/15745753.jpg
164,055358202X,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.1,https://images.gr-assets.com/books/1429538615m/13497.jpg
165,525423648,"Matched (Matched, #1)",Ally Condie,3.68,https://images.gr-assets.com/books/1367706191m/7735333.jpg
166,747263744,"American Gods (American Gods, #1)",Neil Gaiman,4.11,https://images.gr-assets.com/books/1258417001m/4407.jpg
167,385199570,The Stand,"Stephen King, Bernie Wrightson",4.34,https://images.gr-assets.com/books/1213131305m/149267.jpg
168,446547565,The Last Song,Nicholas Sparks,4.14,https://images.gr-assets.com/books/1286549186m/6400090.jpg
169,552151696,Digital Fortress,Dan Brown,3.6,https://images.gr-assets.com/books/1360095966m/11125.jpg
170,141439580,Emma,"Jane Austen, Fiona Stafford",3.99,https://images.gr-assets.com/books/1373627931m/6969.jpg
171,345803922,Anna Karenina,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",4.02,https://images.gr-assets.com/books/1352422904m/15823480.jpg
172,393312836,A Clockwork Orange,Anthony Burgess,3.98,https://images.gr-assets.com/books/1348339306m/227463.jpg
173,964729237,The Shack,William Paul Young,3.74,https://images.gr-assets.com/books/1344270232m/1812457.jpg
174,739380338,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.5,https://images.gr-assets.com/books/1327924597m/4502507.jpg
175,451169514,It,Stephen King,4.18,https://images.gr-assets.com/books/1309376909m/18342.jpg
176,143058142,Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",4.18,https://images.gr-assets.com/books/1382846449m/7144.jpg
177,61148512,The Bell Jar,Sylvia Plath,3.98,https://images.gr-assets.com/books/1473890514m/6514.jpg
178,7205236,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
179,553208845,Siddhartha,"Hermann Hesse, Hilda Rosner",3.99,https://images.gr-assets.com/books/1428715580m/52036.jpg
180,679745580,In Cold Blood,Truman Capote,4.05,https://images.gr-assets.com/books/1424931136m/168642.jpg
181,316042676,"Beautiful Creatures (Caster Chronicles, #1)","Kami Garcia, Margaret Stohl",3.76,https://images.gr-assets.com/books/1327873282m/6304335.jpg
182,1416975861,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.33,https://images.gr-assets.com/books/1454962884m/7171637.jpg
183,141301066,Matilda,"Roald Dahl, Quentin Blake",4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
184,385534639,The Night Circus,Erin Morgenstern,4.03,https://images.gr-assets.com/books/1387124618m/9361589.jpg
185,743227441,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.04,https://images.gr-assets.com/books/1355932638m/37470.jpg
186,689865384,"Uglies (Uglies, #1)",Scott Westerfeld,3.86,https://images.gr-assets.com/books/1443904172m/24770.jpg
187,,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.31,https://images.gr-assets.com/books/1327885335m/10664113.jpg
188,618640150,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,4.47,https://images.gr-assets.com/books/1411114164m/33.jpg
189,307592731,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,3.96,https://images.gr-assets.com/books/1453189881m/12262741.jpg
190,930289234,Watchmen,"Alan Moore, Dave Gibbons, John Higgins",4.35,https://images.gr-assets.com/books/1442239711m/472331.jpg
191,075640407X,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.55,https://images.gr-assets.com/books/1472068073m/186074.jpg
192,316017922,Outliers: The Story of Success,Malcolm Gladwell,4.11,https://images.gr-assets.com/books/1344266315m/3228917.jpg
193,142437247,"Moby-Dick or, The Whale","Herman Melville, Andrew Delbanco, Tom Quirk",3.46,https://images.gr-assets.com/books/1327940656m/153747.jpg
194,385340990,The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",4.12,https://images.gr-assets.com/books/1351979318m/2728527.jpg
195,393327345,Fight Club,Chuck Palahniuk,4.2,https://images.gr-assets.com/books/1357128997m/5759.jpg
196,441008534,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,3.96,https://images.gr-assets.com/books/1468560853m/301082.jpg
197,671727796,The Color Purple,Alice Walker,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
198,739461192,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.12,https://images.gr-assets.com/books/1308858322m/12691.jpg
199,312330871,And Then There Were None,Agatha Christie,4.23,https://images.gr-assets.com/books/1391120695m/16299.jpg
200,385504225,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.66,https://images.gr-assets.com/books/1358274396m/6411961.jpg
201,1416989412,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,4.0,https://images.gr-assets.com/books/1358261334m/6339664.jpg
202,,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.15,https://images.gr-assets.com/books/1358259032m/11505797.jpg
203,1561797464,A Christmas Carol,Charles Dickens,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg
204,345476875,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,3.97,https://images.gr-assets.com/books/1380631642m/43763.jpg
205,62059939,"The Selection (The Selection, #1)",Kiera Cass,4.15,https://images.gr-assets.com/books/1322103400m/10507293.jpg
206,312362080,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.03,https://images.gr-assets.com/books/1316730230m/6853.jpg
207,1400052173,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.04,https://images.gr-assets.com/books/1327878144m/6493208.jpg
208,99446782,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas Harris,4.14,https://images.gr-assets.com/books/1390426249m/23807.jpg
